"country"	"country_code"	"1740-1745"	"1745-1750"	"1750-1755"	"1755-1760"	"1760-1765"	"1765-1770"	"1770-1775"	"1775-1780"	"1780-1785"	"1785-1790"	"1790-1795"	"1795-1800"	"1800-1805"	"1805-1810"	"1810-1815"	"1815-1820"	"1820-1825"	"1825-1830"	"1830-1835"	"1835-1840"	"1840-1845"	"1845-1850"	"1850-1855"	"1855-1860"	"1860-1865"	"1865-1870"	"1870-1875"	"1875-1880"	"1880-1885"	"1885-1890"	"1890-1895"	"1895-1900"	"1900-1905"	"1905-1910"	"1910-1915"	"1915-1920"	"1920-1925"	"1925-1930"	"1930-1935"	"1935-1940"	"1940-1945"	"1945-1950"	"Source"
"India, States: Assam"	35614650																												6.199845358	6.52144726	6.572256027	6.342147945	6.230519087	6.269988927	6.447586187	7.082679566	7.296872626	6.753915525	6.376390046	6.257952968	6.224910411	6.224657534	6.316393425	
"India, States: Assam (Urban)"	35614651																												4.677076322	4.919688284	4.958017705	4.784427397	4.700216153	4.729991647	4.863968527	5.343074059	5.504658296	5.09505908	4.810259157	4.720911888	4.695985047	4.69579428	4.764998548	
"India, States: Bihar (Rural)"	35614662																												7.122807018	7.122807018	7.090815439	6.909733333	6.839726316	6.959592982	7.020482807	7.021052632	7.009623579	6.920193684	6.717466386	6.264976842	5.958932211	5.835898947	5.84693953	
"India, States: Bihar"	35614660																												7	7	6.96856	6.7906	6.7218	6.8396	6.89944	6.9	6.888768	6.80088	6.601648	6.15696	5.856192	5.73528	5.746130228	
"India, States: Bihar (Urban)"	35614661																												5.894736842	5.894736842	5.868261053	5.7184	5.660463158	5.759663158	5.810054737	5.810526316	5.801067789	5.727056842	5.559282526	5.184808421	4.931530105	4.829709474	4.838846508	
"India, States: Chandigarh (Rural)"	35614672																												4.281899129	4.254560136	4.148436289	3.796136238	3.643684304	3.761401161	3.995221744	4.426565249	4.551128905	4.182824125	3.926903199	3.846615832	3.832022924	3.891064863	4.012326654	
"India, States: Chandigarh"	35614670																												4.685428095	4.655512657	4.53938763	4.153886592	3.987067488	4.115878059	4.371734046	4.843727644	4.98003026	4.577016198	4.296977117	4.209123416	4.193155263	4.257761352	4.390450934	
"India, States: Chandigarh (Urban)"	35614671																												4.638314341	4.608699714	4.493742368	4.112117689	3.946976014	4.074491346	4.327774604	4.795022128	4.92995417	4.530992567	4.253769384	4.166799086	4.150991498	4.214947949	4.346303287	
"India, States: Chhattisgarh (Rural)"	35614682																												7.802660962	7.867082293	7.837035608	7.621438529	7.519861349	7.573248735	7.684663781	7.900793946	7.981096134	7.873140092	7.661359427	7.264028367	6.975192493	6.829381263	6.812413592	
"India, States: Chhattisgarh"	35614680																												6.644747429	6.699608646	6.674020884	6.490418374	6.40391523	6.449379937	6.544261009	6.728317496	6.796702853	6.704767469	6.524415017	6.186047817	5.940075138	5.815902268	5.801452597	
"India, States: Chhattisgarh (Urban)"	35614681																												5.451835646	5.496847791	5.475853724	5.325212828	5.254239337	5.2915419	5.369389255	5.520402626	5.576510964	5.501080466	5.353106155	5.075485014	4.873671079	4.771790597	4.759935032	
"India, States: Dadra and Nagar Haveli (Rural)"	35614692																												8.571579719	8.7451566	8.784805383	8.70710225	8.611593294	8.517812296	8.483001795	8.482703329	8.499166057	8.592350124	8.639350584	8.639790428	8.524551333	7.872262864	7.691424196	
"India, States: Dadra and Nagar Haveli"	35614690																												7.552027464	7.704958127	7.73989086	7.671430177	7.587281598	7.504655443	7.4739855	7.473722536	7.488227093	7.57032732	7.611737278	7.612124805	7.5105929	6.935891318	6.776562625	
"India, States: Dadra and Nagar Haveli (Urban)"	35614691																												4.49210903	4.583075491	4.603854235	4.563132342	4.51307895	4.463931128	4.445687984	4.445531567	4.454159191	4.502994179	4.527625717	4.527856226	4.467462856	4.125617944	4.030845797	
"India, States: Daman and Diu (Rural)"	35614702																												5.219874769	5.265372036	5.316474568	5.373907107	5.354868909	5.126439439	5.046833565	5.259552668	5.416405837	5.474792213	5.491656819	5.491787851	5.461496306	5.290036908	5.264138793	
"India, States: Daman and Diu"	35614700																												5.031320091	5.075173886	5.124430468	5.179788403	5.161437912	4.941259874	4.86452956	5.069564727	5.220751975	5.277029292	5.293284707	5.293411006	5.264213666	5.098947802	5.07398519	
"India, States: Daman and Diu (Urban)"	35614701																												3.079328858	3.106168784	3.136315388	3.170196216	3.158965128	3.024209125	2.977247717	3.1027358	3.195267232	3.22971075	3.239659585	3.239736884	3.221867177	3.120719181	3.105441264	
"India, States: Delhi (Rural)"	35614712																												6.712397343	6.770903678	6.836617993	6.910472259	6.885990456	6.592245981	6.489878343	6.763420373	6.965122682	7.040203517	7.061890232	7.062058731	7.023105901	6.802620994	6.769317812	
"India, States: Delhi"	35614710																												4.045254605	4.080513694	4.120116704	4.164625289	4.149871227	3.972844879	3.911152589	4.076003849	4.197560598	4.24280838	4.25587797	4.255979516	4.232504429	4.099628269	4.079557965	
"India, States: Delhi (Urban)"	35614711																												4.410213755	4.448653888	4.491829844	4.540353953	4.524268793	4.331271291	4.264013179	4.443737168	4.576260655	4.62559065	4.639839367	4.639950075	4.614357087	4.469492962	4.447611934	
"India, States: Goa (Rural)"	35614722																												2.29214234	2.338558862	2.349161418	2.328382676	2.302842446	2.277764292	2.26845555	2.268375737	2.272778066	2.297696594	2.310265075	2.310382695	2.27956639	2.105136698	2.056778287	
"India, States: Goa"	35614720																												3.205311443	3.270219894	3.285046414	3.255989607	3.220274376	3.185205309	3.172188047	3.172076437	3.178232615	3.213078462	3.230654115	3.230818593	3.187725347	2.943804418	2.876180447	
"India, States: Goa (Urban)"	35614721																												2.422773764	2.471835608	2.483042414	2.461079472	2.434083679	2.407576296	2.39773704	2.397652678	2.402305901	2.428644559	2.441929331	2.442053654	2.409481098	2.225110487	2.173996084	
"India, States: Gujarat (Rural)"	35614732																												6.842351746	6.798664821	6.629081964	6.066116607	5.822502798	6.010610952	6.384249524	7.073524048	7.27257319	6.684032738	6.275078452	6.146781548	6.1234625	6.217809821	6.411582679	
"India, States: Gujarat"	35614730																												6.494435556	6.45297	6.29201	5.75767	5.526443333	5.704986667	6.059626667	6.713853333	6.902781333	6.344166667	5.956006667	5.834233333	5.8121	5.90165	6.08557	
"India, States: Gujarat (Urban)"	35614731																												5.450686984	5.415885536	5.280794107	4.832330179	4.63826494	4.78811381	5.085758095	5.63484119	5.793405762	5.324568452	4.99879131	4.89658869	4.8780125	4.953170536	5.107531964	
"India, States: Haryana (Rural)"	35614742																												6.94533864	7.305611194	7.362529403	7.104752239	6.979700697	7.023916542	7.222868781	7.934328234	8.174276692	7.566032338	7.143111741	7.010433333	6.973417612	6.973134328	7.075900896	
"India, States: Haryana"	35614740																												6.374488889	6.70515	6.75739	6.5208	6.406026667	6.446608333	6.629208333	7.282191667	7.502418333	6.944166667	6.556006667	6.434233333	6.40026	6.4	6.49432	
"India, States: Haryana (Urban)"	35614741																												4.37651476	4.603535821	4.63940209	4.476967164	4.398167562	4.426029602	4.551396766	4.999713682	5.15091408	4.767636816	4.501138905	4.417533333	4.394208358	4.394029851	4.458786866	
"India, States: Himachal Pradesh (Rural)"	35614752																												6.611364572	6.834092974	6.95907247	7.012974414	7.064622927	7.128197226	7.12802643	6.969037311	6.786499782	6.633784723	6.430630773	6.130107463	5.953996109	5.889361634	5.926579653	
"India, States: Himachal Pradesh"	35614750																												6.076626247	6.28134	6.396210943	6.445753208	6.493224302	6.551656604	6.551499623	6.405369811	6.237596226	6.097233019	5.910510503	5.634294025	5.472426855	5.413020126	5.447227889	
"India, States: Himachal Pradesh (Urban)"	35614751																												3.05452485	3.157427879	3.215169813	3.240073118	3.263935312	3.293307354	3.293228445	3.219773682	3.135439289	3.064883213	2.971023801	2.832178649	2.750813221	2.720951366	2.73814651	
"India, States: Jammu & Kashmir (Rural)"	35614762																												7.039479992	7.276631054	7.409703531	7.467095867	7.522088853	7.589779871	7.589598016	7.42031364	7.225955991	7.063351948	6.847042872	6.527059333	6.339543982	6.270724136	6.310352188	
"India, States: Jammu & Kashmir"	35614760																												6.930804021	7.164293929	7.295312024	7.351818333	7.405962333	7.472608333	7.472429286	7.305758333	7.11440119	6.95430744	6.741337758	6.426294147	6.241673671	6.17391627	6.212932541	
"India, States: Jammu & Kashmir (Urban)"	35614761																												3.839689725	3.969043952	4.041628436	4.072933129	4.102929095	4.139851213	4.13975202	4.047415728	3.9414032	3.852710701	3.73472475	3.560189486	3.457909094	3.420371257	3.441986408	
"India, States: Jharkhand (Rural)"	35614772																												5.789162667	5.789162667	5.763161057	5.615984001	5.559084802	5.65650814	5.70599721	5.706460343	5.697171218	5.6244858	5.459716306	5.091948997	4.843206871	4.743209837	4.752183228	
"India, States: Jharkhand"	35614770																												5.47175185	5.47175185	5.447175868	5.308068302	5.254288798	5.346370565	5.393146227	5.393583967	5.38480415	5.31610396	5.160368523	4.812765325	4.577661345	4.483146993	4.491628387	
"India, States: Jharkhand (Urban)"	35614771																												3.650564963	3.650564963	3.634168711	3.54136092	3.505481081	3.566914874	3.59812199	3.598414035	3.592556443	3.546722035	3.442820698	3.210911779	3.054058476	2.991001746	2.99666024	
"India, States: Karnataka (Rural)"	35614782																												5.91030303	5.961818182	6.01968	6.084709091	6.063152727	5.804509091	5.714373818	5.955229091	6.132829091	6.198938182	6.218033455	6.218181818	6.183883636	5.989745455	5.960421818	
"India, States: Karnataka"	35614780																												5.417777778	5.465	5.51804	5.57765	5.55789	5.3208	5.238176	5.45896	5.62176	5.68236	5.699864	5.7	5.66856	5.4906	5.46372	
"India, States: Karnataka (Urban)"	35614781																												4.186464646	4.222954545	4.26394	4.310002273	4.294733182	4.111527273	4.047681455	4.218287273	4.344087273	4.390914545	4.404440364	4.404545455	4.380250909	4.242736364	4.221965455	
"India, States: Kerala (Rural)"	35614792																												5.429268293	5.429268293	5.440003902	5.500770732	5.520684878	5.460204878	5.435619512	5.481332927	5.575535854	5.758276829	5.838302195	5.83902439	5.753139512	5.267004878	5.096956098	
"India, States: Kerala"	35614790																												5.3	5.3	5.31048	5.3698	5.38924	5.3302	5.3062	5.350825	5.442785	5.621175	5.699295	5.7	5.61616	5.1416	4.9756	
"India, States: Kerala (Urban)"	35614791																												4.912195122	4.912195122	4.921908293	4.976887805	4.994905366	4.940185366	4.917941463	4.95930122	5.044532439	5.209869512	5.282273415	5.282926829	5.205221463	4.765385366	4.611531707	
"India, States: Lakshadweep (Rural)"	35614802																												4.081667117	4.144134699	4.164594754	4.164485654	4.144131806	4.031620003	3.987383998	4.064627828	4.136791754	4.181771553	4.196491961	4.196612454	4.156377928	3.928638229	3.872921109	
"India, States: Lakshadweep"	35614800																												5.022901213	5.099773844	5.124951997	5.124817737	5.099770284	4.961313213	4.906876368	5.001932657	5.090737613	5.146089772	5.164204712	5.164352991	5.114840367	4.834583801	4.766018289	
"India, States: Lakshadweep (Urban)"	35614801																												4.618729566	4.689416581	4.712568755	4.712445299	4.689413308	4.562097293	4.512040751	4.599448262	4.681107458	4.732005663	4.74866297	4.748799317	4.703270766	4.445565261	4.382516927	
"India, States: Madhya Pradesh (Rural)"	35614812																												7.080357143	7.080357143	7.034694286	6.776228571	6.645862857	6.644642857	6.701721429	7.024803571	7.102321984	6.605525397	6.293873492	6.226623413	6.209059286	6.208928571	6.248276659	
"India, States: Madhya Pradesh"	35614810																												6.5	6.5	6.45808	6.2208	6.10112	6.1	6.1524	6.449	6.520164444	6.064088889	5.777982222	5.716244444	5.70012	5.7	5.736122835	
"India, States: Madhya Pradesh (Urban)"	35614811																												5.455357143	5.455357143	5.420174286	5.221028571	5.120582857	5.119642857	5.163621429	5.412553571	5.472280873	5.089503175	4.849377937	4.797562302	4.784029286	4.783928571	4.814245951	
"India, States: Maharashtra (Rural)"	35614822																												6.756886957	7.160444565	7.097895	6.2769	5.937543043	6.421749592	6.957862853	7.403706929	7.515653903	7.203999666	6.804290041	6.391338945	6.131718699	6.003541546	5.999006087	
"India, States: Maharashtra"	35614820																												6.3432	6.72205	6.66333	5.8926	5.57402	6.02858125	6.53187125	6.95041875	7.055511827	6.762938462	6.387700855	6.000032479	5.75630735	5.635977778	5.63172	
"India, States: Maharashtra (Urban)"	35614821																												5.377930435	5.699129348	5.649345	4.9959	4.725799565	5.111188451	5.537890842	5.892746332	5.981846984	5.733795652	5.41565942	5.086984058	4.880347536	4.778328986	4.77471913	
"India, States: Manipur (Rural)"	35614832																												5.174738106	5.48380128	5.435897916	4.807141783	4.547246452	4.918074334	5.328654789	5.670102906	5.755837102	5.517157801	5.211041591	4.894784447	4.695955195	4.597791173	4.594317708	
"India, States: Manipur"	35614830																												6.017836805	6.377254366	6.321546304	5.590349532	5.288110529	5.719355865	6.196830497	6.593909346	6.693611859	6.416045526	6.060055067	5.692271453	5.461047773	5.346890292	5.342850909	
"India, States: Manipur (Urban)"	35614831																												4.960399928	5.256661675	5.210742473	4.608029483	4.358899043	4.714367196	5.107941367	5.435246669	5.517429745	5.288636565	4.99519972	4.692041978	4.501448254	4.407350196	4.404020602	
"India, States: Meghalaya (Rural)"	35614842																												6.878145953	6.940684921	6.945155792	6.877613706	6.850241027	6.901137102	7.006020084	7.209478926	7.283917406	7.17863714	7.000532242	6.728964852	6.616067758	6.615064093	6.629306861	
"India, States: Meghalaya"	35614840																												4.534528239	4.575758058	4.578705552	4.534177347	4.516131468	4.549685523	4.618831314	4.752964825	4.802039589	4.732631882	4.615213366	4.436178201	4.361748978	4.361087296	4.370477069	
"India, States: Meghalaya (Urban)"	35614841																												2.179605433	2.199423314	2.200840081	2.17943677	2.170762683	2.186891064	2.220127276	2.284601046	2.308189745	2.274827638	2.218388242	2.132331656	2.096555864	2.096237814	2.100751184	
"India, States: Nagaland (Rural)"	35614862																												3.019077607	3.019077607	3.005517635	2.928764057	2.899090837	2.9498976	2.975706401	2.975947927	2.971103601	2.933197788	2.847269664	2.655477152	2.525756875	2.473607917	2.478287585	
"India, States: Nagaland"	35614860																												4.1564112	4.1564112	4.137742976	4.032075128	3.991223544	4.061170006	4.096701384	4.097033897	4.090364639	4.038179115	3.919880527	3.655836786	3.47724886	3.405454575	3.411897148	
"India, States: Nagaland (Urban)"	35614861																												3.226247491	3.226247491	3.21175703	3.129736601	3.098027197	3.152320334	3.179900141	3.180158241	3.174981496	3.134474576	3.042650042	2.837696678	2.699074963	2.64334753	2.648348318	
"India, States: Odisha (Rural)"	35614872																												7.515279433	7.376004255	7.168542128	6.864574468	6.752213617	6.811710638	6.813253901	6.614831206	6.364604823	6.117347518	5.803334468	5.377642553	5.20997617	5.208510638	5.26715585	
"India, States: Odisha"	35614870																												7.358711111	7.2223375	7.0191975	6.7215625	6.6115425	6.6698	6.671311111	6.477022222	6.232008889	5.989902778	5.682431667	5.265608333	5.101435	5.1	5.157423436	
"India, States: Odisha (Urban)"	35614871																												6.732437825	6.607670479	6.421818989	6.149514628	6.048858032	6.102157447	6.103539953	5.925786288	5.701625154	5.480123818	5.198820461	4.817471454	4.667270319	4.665957447	4.718493782	
"India, States: Puducherry (Rural)"	35614882																												2.807817498	2.807817498	2.789709235	2.687210937	2.635512537	2.635028729	2.657664058	2.78578693	2.816527972	2.619516137	2.49592609	2.469257104	2.462291796	2.46223996	2.47784401	
"India, States: Puducherry"	35614880																												3.334833324	3.334833324	3.313326214	3.191589406	3.130187429	3.129612812	3.156496699	3.308667709	3.345178718	3.11118857	2.964401179	2.932726533	2.924453866	2.9243923	2.942925166	
"India, States: Puducherry (Urban)"	35614881																												3.105608614	3.105608614	3.085579827	2.972210779	2.915029358	2.914494238	2.939530221	3.081241531	3.115242902	2.897336414	2.760638671	2.731141229	2.723437196	2.723379862	2.740638844	
"India, States: Punjab (Rural)"	35614892																												7.12442735	7.590158654	7.653704808	7.278192308	7.11722	7.317623077	7.614284615	7.992430769	8.043149231	7.479788462	7.194973077	7.192307692	7.059292308	6.306384615	6.015307692	
"India, States: Punjab"	35614890																												6.735822222	7.17615	7.23623	6.8812	6.729008	6.91848	7.19896	7.55648	7.604432	7.0718	6.80252	6.8	6.67424	5.9624	5.6872	
"India, States: Punjab (Urban)"	35614891																												5.69954188	6.072126923	6.122963846	5.822553846	5.693776	5.854098462	6.091427692	6.393944615	6.434519385	5.983830769	5.755978462	5.753846154	5.647433846	5.045107692	4.812246154	
"India, States: Rajasthan (Rural)"	35614902																												6.501587302	6.501587302	6.373831111	5.650692063	5.335044781	5.673065173	6.162959776	6.768403361	6.922261513	6.442260317	6.23104	6.409549206	6.458148571	6.217955556	6.101352642	
"India, States: Rajasthan"	35614900																												6.4	6.4	6.27424	5.5624	5.251684706	5.584423529	6.066663529	6.662647059	6.814101176	6.3416	6.13368	6.3094	6.35724	6.1208	6.006019006	
"India, States: Rajasthan (Urban)"	35614901																												5.485714286	5.485714286	5.37792	4.767771429	4.501444034	4.786648739	5.199997311	5.710840336	5.840658151	5.435657143	5.25744	5.408057143	5.449062857	5.2464	5.148016291	
"India, States: Sikkim (Rural)"	35614912																												6.874067842	7.10564638	7.23559195	7.291635693	7.345336466	7.411436896	7.411259314	7.245952745	7.056162068	6.89737886	6.686152566	6.37368793	6.190578774	6.123376041	6.162072922	
"India, States: Sikkim"	35614910																												5.729841696	5.922872722	6.031188141	6.077903098	6.122665083	6.177762736	6.177614713	6.039824326	5.881625344	5.749272468	5.573205945	5.312752755	5.160123118	5.104106647	5.136362221	
"India, States: Sikkim (Urban)"	35614911																												4.337882646	4.484020354	4.566022546	4.601388968	4.635276857	4.676989554	4.676877491	4.572560729	4.452793264	4.352593071	4.219298653	4.022117747	3.906566657	3.864158352	3.88857803	
"India, States: Tamil Nadu (Rural)"	35614922																												5.565442735	5.731196154	5.838673077	5.903234615	5.893973077	5.718003846	5.577099231	5.51215	5.499384872	5.549312821	5.633398974	5.761610256	5.713335385	5.138861538	4.905298462	
"India, States: Tamil Nadu"	35614920																												5.167911111	5.321825	5.421625	5.481575	5.472975	5.309575	5.178735	5.118425	5.106571667	5.152933333	5.231013333	5.350066667	5.30524	4.7718	4.55492	
"India, States: Tamil Nadu (Urban)"	35614921																												4.372847863	4.503082692	4.587528846	4.638255769	4.630978846	4.492717308	4.382006538	4.330975	4.320945256	4.360174359	4.426242051	4.526979487	4.489049231	4.037676923	3.854163077	
"India, States: Tripura (Rural)"	35614932																												5.566060022	5.753573453	5.858792787	5.904172444	5.947654954	6.001177696	6.001033905	5.867182114	5.713505089	5.584935385	5.413901544	5.160893142	5.012626267	4.95821097	4.989544551	
"India, States: Tripura"	35614930																												4.847415836	5.010719064	5.102353338	5.141873944	5.179742348	5.226354671	5.226229445	5.109659504	4.975824	4.863854166	4.714902817	4.494560792	4.365436925	4.318047286	4.345335331	
"India, States: Tripura (Urban)"	35614931																												2.452324224	2.534939885	2.581297976	2.601291586	2.620449341	2.644030674	2.643967322	2.584994191	2.517286353	2.460640431	2.385285435	2.273813652	2.208489447	2.184514867	2.198319982	
"India, States: Uttar Pradesh (Rural)"	35614942																												6.304787879	6.362113636	6.366211818	6.3043	6.279209091	6.3258625	6.4220025	6.608501136	6.67673447	6.580230303	6.416972121	6.168042424	6.064556364	6.063636364	6.076691863	
"India, States: Uttar Pradesh"	35614940																												6.030666667	6.0855	6.08942	6.0302	6.0062	6.050825	6.142785	6.321175	6.386441667	6.294133333	6.137973333	5.899866667	5.80088	5.8	5.812487869	
"India, States: Uttar Pradesh (Urban)"	35614941																												4.477313131	4.518022727	4.52093303	4.476966667	4.459148485	4.492279167	4.5605525	4.692993561	4.741449116	4.672917172	4.556980202	4.38020404	4.306713939	4.306060606	4.315331903	
"India, States: West Bengal (Rural)"	35614962																												7.078267937	7.316725714	7.450531429	7.50824	7.563536	7.6316	7.631417143	7.4612	7.265771429	7.102271429	6.884770476	6.56302381	6.374475238	6.30527619	6.345122596	
"India, States: West Bengal"	35614960																												6.193484444	6.402135	6.519215	6.56971	6.618094	6.67765	6.67749	6.52855	6.35755	6.2144875	6.024174167	5.742645833	5.577665833	5.517116667	5.551982271	
"India, States: West Bengal (Urban)"	35614961																												3.539133968	3.658362857	3.725265714	3.75412	3.781768	3.8158	3.815708571	3.7306	3.632885714	3.551135714	3.442385238	3.281511905	3.187237619	3.152638095	3.172561298	
"Japan, Prefectures: Aichi"	39201645																																							4.524270289	4.280742009	3.926081649	3.498496726	
"Japan, Prefectures: Akita Prefecture"	39201646																																							6.109794907	5.798574164	5.286108052	4.649924349	
"Japan, Prefectures: Aomori Prefecture"	39201647																																							6.277566924	6.046682216	5.636452577	5.103308419	
"Japan, Prefectures: Chiba"	39201648																																							4.961405609	4.689246635	4.301855288	3.83783734	
"Japan, Prefectures: Ehime Prefecture"	39201649																																							5.119484458	4.952133888	4.650888356	4.252378089	
"Japan, Prefectures: Fukui"	39201650																																							4.991293121	4.733170558	4.353736068	3.895118081	
"Japan, Prefectures: Fukuoka"	39201651																																							4.13550156	4.108336094	4.052066938	3.964571946	
"Japan, Prefectures: Fukushima Prefecture"	39201652																																							5.608225753	5.433826091	5.119459836	4.702827427	
"Japan, Prefectures: Gifu Prefecture"	39201653																																							5.301850938	4.896280212	4.402890452	3.844767451	
"Japan, Prefectures: Gunma Prefecture"	39201654																																							5.27502497	5.012672118	4.593478385	4.076398483	
"Japan, Prefectures: Hiroshima"	39201655																																							4.449261643	4.203956333	3.85679953	3.441682273	
"Japan, Prefectures: Hokkaido"	39201656																																							5.70064591	5.537256524	5.236029948	4.824943037	
"Japan, Prefectures: Hyogo Prefecture"	39201657																																							3.915012118	3.78017238	3.543935262	3.242916485	
"Japan, Prefectures: Ibaraki Prefecture"	39201658																																							5.389661734	5.155829524	4.765486646	4.279569097	
"Japan, Prefectures: Ishikawa"	39201659																																							4.774435274	4.566197116	4.220199619	3.789886743	
"Japan, Prefectures: Iwate Prefecture"	39201660																																							5.860038631	5.642681418	5.256720905	4.755537286	
"Japan, Prefectures: Kagawa"	39201661																																							5.013760448	4.657628453	4.197418778	3.663665346	
"Japan, Prefectures: Kagoshima Prefecture"	39201662																																							5.026774086	4.899110361	4.668447468	4.361790394	
"Japan, Prefectures: Kanagawa Prefecture"	39201663																																							4.307164562	4.132511143	3.830503577	3.452016977	
"Japan, Prefectures: Kochi"	39201664																																							4.322859146	4.175405488	3.914079878	3.57565061	
"Japan, Prefectures: Kumamoto Prefecture"	39201665																																							4.868778865	4.750433696	4.531596377	4.23181401	
"Japan, Prefectures: Kyoto"	39201666																																							3.567021997	3.443059765	3.225975263	2.949534874	
"Japan, Prefectures: Mie Prefecture"	39201667																																							4.870345833	4.5226125	4.0888375	3.592770833	
"Japan, Prefectures: Miyagi"	39201668																																							5.833669508	5.583835323	5.146653857	4.590541431	
"Japan, Prefectures: Miyazaki"	39201669																																							5.120357648	5.009980616	4.803448903	4.516334428	
"Japan, Prefectures: Nagano Prefecture"	39201670																																							4.732701269	4.394884621	3.977339545	3.501695483	
"Japan, Prefectures: Nagasaki Prefecture"	39201671																																							4.832577624	4.788889221	4.701437068	4.570138671	
"Japan, Prefectures: Nara"	39201672																																							4.298005678	4.042563349	3.69918404	3.29524587	
"Japan, Prefectures: Niigata Prefecture"	39201673																																							5.663780756	5.343687836	4.870044228	4.296545808	
"Japan, Prefectures: Oita Prefecture"	39201674																																							4.969826201	4.804636546	4.508127617	4.117383775	
"Japan, Prefectures: Okayama Prefecture"	39201675																																							4.195910712	4.025623428	3.735712771	3.373438493	
"Japan, Prefectures: Okinawa Prefecture"	39201676																																							3.706733885	3.687366582	3.648205639	3.588784265	
"Japan, Prefectures: Osaka prefecture"	39201677																																							3.202040226	3.156547692	3.069223134	2.944074411	
"Japan, Prefectures: Saga"	39201678																																							4.992226565	4.891768393	4.702115617	4.435600609	
"Japan, Prefectures: Saitama"	39201679																																							5.287614567	5.061761167	4.671053616	4.181367001	
"Japan, Prefectures: Shiga Prefecture"	39201680																																							4.645717568	4.348890936	3.967025605	3.524889388	
"Japan, Prefectures: Shimane Prefecture"	39201681																																							4.707571323	4.583154528	4.355013804	4.045805571	
"Japan, Prefectures: Shizuoka Prefecture"	39201682																																							5.181424491	4.910073328	4.501836265	4.005397892	
"Japan, Prefectures: Tochigi Prefecture"	39201683																																							5.649772863	5.397124158	4.966227396	4.427594236	
"Japan, Prefectures: Tokushima Prefecture"	39201684																																							5.319867988	5.102969429	4.721952245	4.234604684	
"Japan, Prefectures: Tokyo"	39201685																																							3.487086295	3.36377048	3.148717123	2.876500978	
"Japan, Prefectures: Tottori Prefecture"	39201686																																							4.58865365	4.396097608	4.074424611	3.67393293	
"Japan, Prefectures: Toyama"	39201687																																							5.096673946	4.79909147	4.367487225	3.847730599	
"Japan, Prefectures: Wakayama Prefecture"	39201688																																							4.33984575	4.061086621	3.709104083	3.304557684	
"Japan, Prefectures: Yamagata Prefecture"	39201689																																							5.762330782	5.389165239	4.872108076	4.257809574	
"Japan, Prefectures: Yamaguchi"	39201690																																							4.292903024	4.196738068	4.016536272	3.765576595	
"Japan, Prefectures: Yamanashi Prefecture"	39201691																																							5.222959248	4.913160549	4.486307988	3.980078394	
"Republic of Korea, Provinces: Busan"	41002735																																				5.034594208	5.048943716	4.937507201	4.755967595	4.786456684	4.689874256	4.55933306	
"Republic of Korea, Provinces: Chungcheongbuk-do"	41002736																																				8.125376263	8.148535061	7.968686682	7.6756983	7.724904912	7.569029675	7.35834808	
"Republic of Korea, Provinces: Chungcheongnam-do"	41002737																																				7.606221465	7.627900578	7.459543254	7.185274783	7.231337436	7.085421538	6.888201026	
"Republic of Korea, Provinces: Daegu"	41002738																																				5.60617425	5.622152865	5.498064907	5.295915016	5.329865547	5.222318068	5.076956462	
"Republic of Korea, Provinces: Daejeon"	41002739																																				5.802474332	5.819012438	5.690579542	5.481351377	5.516490685	5.405177433	5.254725994	
"Republic of Korea, Provinces: Gangwon-do"	41002740																																				7.473414424	7.494715012	7.32929726	7.059817604	7.105075989	6.961707829	6.767930849	
"Republic of Korea, Provinces: Gwangju"	41002741																																				5.802474332	5.819012438	5.690579542	5.481351377	5.516490685	5.405177433	5.254725994	
"Republic of Korea, Provinces: Gyeonggi-do"	41002742																																				6.60413197	6.622954946	6.476778031	6.238643343	6.278637425	6.151945368	5.980707875	
"Republic of Korea, Provinces: Gyeongsangbuk-do"	41002743																																				6.749012379	6.76824829	6.61886457	6.37550572	6.416377185	6.286905778	6.111911704	
"Republic of Korea, Provinces: Gyeongsangnam-do"	41002744																																				6.97840636	6.998296085	6.843834922	6.592204484	6.63446514	6.500593094	6.3196511	
"Republic of Korea, Provinces: Incheon"	41002745																																				6.017098018	6.03424784	5.901064429	5.684097269	5.72053632	5.605105779	5.449089397	
"Republic of Korea, Provinces: Jeju-do"	41002746																																				6.954259625	6.974080528	6.820153832	6.569394087	6.611508513	6.478099692	6.297783795	
"Republic of Korea, Provinces: Jeollabuk-do"	41002747																																				7.6303682	7.652116135	7.483224343	7.208085179	7.254294063	7.10791494	6.91006833	
"Republic of Korea, Provinces: Jeollanam-do"	41002748																																				7.642441567	7.664223914	7.495064888	7.219490377	7.265772376	7.119161641	6.921001983	
"Republic of Korea, Provinces: Seoul"	41002749																																				4.551659512	4.564632568	4.463885407	4.299759672	4.327324148	4.240006222	4.121986963	
"Republic of Korea, Provinces: Ulsan"	41002750																																				7.253615172	7.274289292	7.113736613	6.852182575	6.896109873	6.756958288	6.568880448	
"Romania, Counties: Bucharest"	64202452																										3.973871622	3.991149324	4.296831757	4.454989189	4.765987838	4.462963514	4.311451351	3.664202027	3.63895	3.785145946	2.486660135	2.793671622	2.619565541	2.503937838	2.191078514	1.646309427	1.496516752	
"The Russian Federation, Regions: Nenets autonomous district (Rural)"	64301112																																										5.253082272	
"The Russian Federation, Regions: Nenets autonomous district"	64301110																																										4.022055502	
