Country.or.area,ISO.code,Year,DataValue,Estimating.Methods,DataProcess
China,156,1993,1.54,Direct,Survey
China,156,1993,1.59,Direct,Survey
China,156,1993,1.57,Direct,Survey
China,156,1993.3,1.6,Direct,Census
China,156,1993.5,1.73,Indirect,Estimate
China,156,1993.5,1.84,Indirect,Estimate
China,156,1993.5,1.81,Indirect,Estimate
China,156,1993.5,1.58,Direct,Estimate
China,156,1993.5,1.55,Direct,Estimate
China,156,1993.5,1.9,Indirect,Census
China,156,1994,1.73,Indirect,Estimate
China,156,1994,1.81,Direct,Estimate
China,156,1994,1.51,Direct,Survey
China,156,1994,1.52,Direct,Survey
China,156,1994,1.44,Direct,Survey
China,156,1994,1.55,Direct,Annual HH survey
China,156,1994.2,1.6,Direct,Annual HH survey
China,156,1994.3,1.47,Direct,Census
China,156,1994.5,1.79,Indirect,Estimate
China,156,1994.5,1.73,Indirect,Estimate
China,156,1994.5,1.6,Direct,Estimate
China,156,1994.5,1.82,Indirect,Estimate
China,156,1994.5,1.7,Indirect,Census
China,156,1995,1.7,Indirect,Estimate
China,156,1995,1.78,Direct,Estimate
China,156,1995,1.37,Direct,Survey
China,156,1995,1.32,Direct,Survey
China,156,1995,1.41,Direct,Survey
China,156,1995.2,1.46,Direct,Survey
China,156,1995.3,1.51,Direct,Census
China,156,1995.4,1.45,Direct,Estimate
China,156,1995.5,1.79,Indirect,Estimate
China,156,1995.5,1.45,Direct,Estimate
China,156,1995.5,1.68,Indirect,Estimate
China,156,1995.5,1.77,Indirect,Estimate
China,156,1995.5,1.63,Indirect,Census
China,156,1996,1.45,Direct,Survey
China,156,1996,1.42,Direct,Survey
China,156,1996,1.33,Direct,Survey
China,156,1996,1.55,Direct,Annual HH survey
China,156,1996,1.79,Direct,Estimate
China,156,1996,1.65,Indirect,Estimate
China,156,1996.2,1.55,Direct,Annual HH survey
China,156,1996.3,1.38,Direct,Census
China,156,1996.4,1.72,Direct,Estimate
China,156,1996.5,1.54,Direct,Estimate
China,156,1996.5,1.8,Indirect,Estimate
China,156,1996.5,1.82,Indirect,Estimate
China,156,1996.5,1.65,Indirect,Estimate
China,156,1996.5,1.44,Indirect,Census
China,156,1997,1.35,Direct,Survey
China,156,1997,1.36,Direct,Survey
China,156,1997,1.39,Direct,Survey
China,156,1997,1.46,Direct,Annual HH survey
China,156,1997,1.8,Direct,Estimate
China,156,1997,1.63,Indirect,Estimate
China,156,1997.3,1.49,Direct,Annual HH survey
China,156,1997.3,1.36,Direct,Census
China,156,1997.4,1.66,Direct,Estimate
China,156,1997.5,1.79,Indirect,Estimate
China,156,1997.5,1.49,Direct,Estimate
China,156,1997.5,1.6,Indirect,Estimate
China,156,1997.5,1.82,Indirect,Estimate
China,156,1997.5,1.41,Indirect,Census
China,156,1998,1.44,Direct,Annual HH survey
China,156,1998,1.27,Direct,Survey
China,156,1998,1.27,Direct,Survey
China,156,1998,1.76,Direct,Estimate
China,156,1998,1.63,Indirect,Estimate
China,156,1998.3,1.49,Direct,Annual HH survey
China,156,1998.3,1.37,Direct,Census
China,156,1998.4,1.66,Direct,Estimate
China,156,1998.5,1.75,Indirect,Estimate
China,156,1998.5,1.48,Direct,Estimate
China,156,1998.5,1.79,Indirect,Estimate
China,156,1998.5,1.6,Indirect,Estimate
China,156,1998.5,1.46,Indirect,Census
China,156,1999,1.34,Direct,Survey
China,156,1999,1.35,Direct,Survey
China,156,1999,1.71,Direct,Estimate
China,156,1999,1.59,Indirect,Estimate
China,156,1999.3,1.47,Direct,Annual HH survey
China,156,1999.3,1.19,Direct,Census
China,156,1999.4,1.54,Direct,Estimate
China,156,1999.5,1.48,Direct,Estimate
China,156,1999.5,1.57,Indirect,Estimate
China,156,1999.5,1.74,Indirect,Estimate
China,156,1999.5,1.69,Indirect,Estimate
China,156,1999.5,1.35,Indirect,Census
China,156,2000,1.29,Direct,Survey
China,156,2000,1.29,Direct,Survey
China,156,2000,1.69,Direct,Estimate
China,156,2000,1.65,Indirect,Estimate
China,156,2000.3,1.72,Indirect,Estimate
China,156,2000.3,1.4,Direct,Census
China,156,2000.3,1.22,Direct,Census
China,156,2000.3,2.25,Indirect,Census
China,156,2000.4,1.46,Direct,Estimate
China,156,2000.5,1.23,Direct,Estimate
China,156,2000.5,1.54,Indirect,Estimate
China,156,2000.5,1.67,Indirect,Estimate
China,156,2000.5,1.7,Indirect,Estimate
China,156,2000.5,1.43,Indirect,Census
China,156,2001,1.44,Direct,Survey
China,156,2001,1.45,Direct,Survey
China,156,2001,1.66,Direct,Estimate
China,156,2001,1.66,Indirect,Estimate
China,156,2001.3,1.39,Direct,Annual HH survey
China,156,2001.4,1.47,Direct,Estimate
China,156,2001.5,1.39,Direct,Estimate
China,156,2001.5,1.63,Indirect,Estimate
China,156,2001.5,1.49,Indirect,Estimate
China,156,2002,1.62,Direct,Estimate
China,156,2002,1.64,Indirect,Estimate
China,156,2002.3,1.38,Direct,Annual HH survey
China,156,2002.4,1.38,Direct,Estimate
China,156,2002.5,1.38,Direct,Estimate
China,156,2002.5,1.45,Indirect,Estimate
China,156,2002.5,1.58,Indirect,Estimate
China,156,2003,1.58,Direct,Estimate
China,156,2003,1.57,Indirect,Estimate
China,156,2003.3,1.4,Direct,Annual HH survey
China,156,2003.4,1.33,Direct,Estimate
China,156,2003.5,1.4,Direct,Estimate
China,156,2003.5,1.56,Indirect,Estimate
China,156,2003.5,1.44,Indirect,Estimate
China,156,2004,1.58,Direct,Estimate
China,156,2004.3,1.45,Direct,Annual HH survey
China,156,2004.4,1.27,Direct,Estimate
China,156,2004.5,1.44,Direct,Estimate
China,156,2004.5,1.59,Indirect,Estimate
China,156,2004.5,1.49,Indirect,Estimate
China,156,2005,1.6,Direct,Estimate
China,156,2005.3,1.34,Direct,Survey
China,156,2005.4,1.3,Direct,Estimate
China,156,2005.5,1.33,Direct,Estimate
China,156,2005.5,1.63,Indirect,Estimate
China,156,2005.5,1.44,Indirect,Estimate
China,156,2006,1.54,Direct,Estimate
China,156,2006.3,1.38,Direct,Annual HH survey
China,156,2006.4,1.29,Direct,Estimate
China,156,2006.5,1.38,Direct,Estimate
China,156,2006.5,1.62,Direct,Survey
China,156,2006.5,1.62,Direct,Survey
China,156,2007,1.54,Direct,Estimate
China,156,2007.3,1.45,Direct,Annual HH survey
China,156,2007.4,1.28,Direct,Estimate
China,156,2007.5,1.43,Direct,Estimate
China,156,2007.5,1.69,Direct,Survey
China,156,2008,1.65,Indirect,Estimate
China,156,2008,1.53,Direct,Estimate
China,156,2008.3,1.48,Direct,Annual HH survey
China,156,2008.4,1.3,Direct,Estimate
China,156,2008.5,1.62,Indirect,Estimate
China,156,2008.5,1.71,Indirect,Estimate
China,156,2008.5,1.71,Direct,Survey
China,156,2009,1.65,Indirect,Estimate
China,156,2009,1.49,Direct,Estimate
China,156,2009.3,1.37,Direct,Annual HH survey
China,156,2009.4,1.32,Direct,Estimate
China,156,2009.5,1.68,Direct,Survey
China,156,2010,1.62,Indirect,Estimate
China,156,2010,1.47,Direct,Estimate
China,156,2010.3,1.19,Direct,Census
China,156,2010.3,1.61,Indirect,Census
China,156,2010.4,1.34,Direct,Estimate
China,156,2010.5,1.64,Direct,Survey
China,156,2011,1.46,Direct,Estimate
China,156,2011.3,1.03,Direct,Annual HH survey
China,156,2011.4,1.32,Direct,Estimate
China,156,2011.5,1.61,Direct,Survey
China,156,2012,1.48,Direct,Estimate
China,156,2012.3,1.26,Direct,Annual HH survey
China,156,2012.4,1.33,Direct,Estimate
China,156,2012.5,1.78,Direct,Survey
China,156,2013,1.48,Direct,Estimate
China,156,2013.3,1.24,Direct,Annual HH survey
China,156,2013.4,1.4,Direct,Estimate
China,156,2013.5,1.54,Indirect,Estimate
China,156,2013.5,1.55,Direct,Survey
China,156,2013.5,1.54,Indirect,Estimate
China,156,2014.3,1.28,Direct,Annual HH survey
China,156,2014.4,1.38,Direct,Estimate
China,156,2014.5,1.53,Indirect,Estimate
China,156,2014.5,1.67,Direct,Survey
China,156,2014.5,1.53,Indirect,Estimate
China,156,2015.3,1.05,Direct,Survey
China,156,2015.4,1.4,Direct,Estimate
China,156,2015.5,1.68,Indirect,Estimate
China,156,2015.5,1.41,Direct,Survey
China,156,2015.5,1.68,Indirect,Estimate
China,156,2016.4,1.4,Direct,Estimate
China,156,2016.5,1.66,Indirect,Estimate
China,156,2016.5,1.66,Indirect,Estimate
China,156,2016.5,1.77,Direct,Survey
China,156,2017.4,1.58,Direct,Estimate
China,156,2018.4,1.74,Direct,Estimate
"China, Hong Kong SAR",344,1965.5,4.93,Indirect,Estimate
"China, Hong Kong SAR",344,1966.5,4.46,Indirect,Estimate
"China, Hong Kong SAR",344,1967.5,4.23,Indirect,Estimate
"China, Hong Kong SAR",344,1968.5,3.65,Indirect,Estimate
"China, Hong Kong SAR",344,1969.5,3.73,Indirect,Estimate
"China, Hong Kong SAR",344,1969.5,3.41,Direct,Estimate
"China, Hong Kong SAR",344,1970.5,3.29,Direct,Estimate
"China, Hong Kong SAR",344,1970.5,3.49,Indirect,Estimate
"China, Hong Kong SAR",344,1971.5,3.54,Direct,Estimate
"China, Hong Kong SAR",344,1971.5,3.41,Indirect,Estimate
"China, Hong Kong SAR",344,1972.5,3.36,Indirect,Estimate
"China, Hong Kong SAR",344,1972.5,3.39,Direct,Estimate
"China, Hong Kong SAR",344,1973.5,3.28,Indirect,Estimate
"China, Hong Kong SAR",344,1973.5,3.3,Direct,Estimate
"China, Hong Kong SAR",344,1974.5,3.2,Direct,Estimate
"China, Hong Kong SAR",344,1974.5,3.11,Indirect,Estimate
"China, Hong Kong SAR",344,1975.5,2.76,Indirect,Estimate
"China, Hong Kong SAR",344,1975.5,2.75,Direct,Estimate
"China, Hong Kong SAR",344,1976.5,2.58,Direct,Estimate
"China, Hong Kong SAR",344,1977.5,2.42,Direct,Estimate
"China, Hong Kong SAR",344,1978.5,2.31,Direct,Estimate
"China, Hong Kong SAR",344,1979.5,2.13,Direct,Estimate
"China, Hong Kong SAR",344,1980.5,2.06,Direct,Estimate
"China, Hong Kong SAR",344,1981.5,1.96,Direct,Estimate
"China, Hong Kong SAR",344,1981.5,1.95,Direct,VR
"China, Hong Kong SAR",344,1982.5,1.88,Direct,VR
"China, Hong Kong SAR",344,1982.5,1.86,Direct,Estimate
"China, Hong Kong SAR",344,1983.5,1.71,Direct,Estimate
"China, Hong Kong SAR",344,1983.5,1.75,Direct,VR
"China, Hong Kong SAR",344,1984.5,1.58,Direct,VR
"China, Hong Kong SAR",344,1984.5,1.54,Direct,Estimate
"China, Hong Kong SAR",344,1985.5,1.51,Direct,VR
"China, Hong Kong SAR",344,1985.5,1.47,Direct,Estimate
"China, Hong Kong SAR",344,1986.5,1.34,Direct,Estimate
"China, Hong Kong SAR",344,1986.5,1.39,Direct,VR
"China, Hong Kong SAR",344,1987.5,1.33,Direct,VR
"China, Hong Kong SAR",344,1987.5,1.28,Direct,Estimate
"China, Hong Kong SAR",344,1988.5,1.36,Direct,Estimate
"China, Hong Kong SAR",344,1988.5,1.42,Direct,VR
"China, Hong Kong SAR",344,1989.5,1.31,Direct,VR
"China, Hong Kong SAR",344,1989.5,1.24,Direct,VR
"China, Hong Kong SAR",344,1989.5,1.25,Direct,Estimate
"China, Hong Kong SAR",344,1990.5,1.21,Direct,Estimate
"China, Hong Kong SAR",344,1990.5,1.19,Direct,VR
"China, Hong Kong SAR",344,1990.5,1.29,Direct,VR
"China, Hong Kong SAR",344,1991.5,1.3,Direct,VR
"China, Hong Kong SAR",344,1991.5,1.28,Direct,Estimate
"China, Hong Kong SAR",344,1992.5,1.35,Direct,Estimate
"China, Hong Kong SAR",344,1992.5,1.37,Direct,VR
"China, Hong Kong SAR",344,1993.5,1.36,Direct,VR
"China, Hong Kong SAR",344,1993.5,1.34,Direct,Estimate
"China, Hong Kong SAR",344,1994.5,1.38,Direct,VR
"China, Hong Kong SAR",344,1994.5,1.36,Direct,Estimate
"China, Hong Kong SAR",344,1995.5,1.31,Direct,VR
"China, Hong Kong SAR",344,1995.5,1.16,Direct,VR
"China, Hong Kong SAR",344,1995.5,1.3,Direct,Estimate
"China, Hong Kong SAR",344,1996.5,1.19,Direct,Estimate
"China, Hong Kong SAR",344,1996.5,1.06,Direct,VR
"China, Hong Kong SAR",344,1996.5,1.2,Direct,VR
"China, Hong Kong SAR",344,1997.5,1.13,Direct,VR
"China, Hong Kong SAR",344,1997.5,0.99,Direct,VR
"China, Hong Kong SAR",344,1997.5,1.13,Direct,Estimate
"China, Hong Kong SAR",344,1998.5,1.02,Direct,Estimate
"China, Hong Kong SAR",344,1998.5,0.87,Direct,VR
"China, Hong Kong SAR",344,1998.5,1.02,Direct,VR
"China, Hong Kong SAR",344,1999.5,0.99,Direct,VR
"China, Hong Kong SAR",344,1999.5,0.98,Direct,Estimate
"China, Hong Kong SAR",344,1999.5,0.84,Direct,VR
"China, Hong Kong SAR",344,2000.5,0.9,Direct,VR
"China, Hong Kong SAR",344,2000.5,1.04,Direct,VR
"China, Hong Kong SAR",344,2000.5,1.03,Direct,Estimate
"China, Hong Kong SAR",344,2001.5,0.93,Direct,Estimate
"China, Hong Kong SAR",344,2001.5,0.93,Direct,VR
"China, Hong Kong SAR",344,2001.5,0.93,Direct,VR
"China, Hong Kong SAR",344,2002.5,0.94,Direct,VR
"China, Hong Kong SAR",344,2002.5,0.94,Direct,Estimate
"China, Hong Kong SAR",344,2003.5,0.9,Direct,Estimate
"China, Hong Kong SAR",344,2003.5,0.9,Direct,VR
"China, Hong Kong SAR",344,2004.5,0.92,Direct,VR
"China, Hong Kong SAR",344,2004.5,0.92,Direct,Estimate
"China, Hong Kong SAR",344,2005.5,0.96,Direct,Estimate
"China, Hong Kong SAR",344,2005.5,0.96,Direct,VR
"China, Hong Kong SAR",344,2006.5,0.99,Direct,VR
"China, Hong Kong SAR",344,2006.5,0.98,Direct,Estimate
"China, Hong Kong SAR",344,2007.5,1.03,Direct,Estimate
"China, Hong Kong SAR",344,2007.5,1.03,Direct,VR
"China, Hong Kong SAR",344,2008.5,1.06,Direct,VR
"China, Hong Kong SAR",344,2008.5,1.06,Direct,Estimate
"China, Hong Kong SAR",344,2009.5,1.05,Direct,VR
"China, Hong Kong SAR",344,2009.5,1.06,Direct,Estimate
"China, Hong Kong SAR",344,2010.5,1.13,Direct,Estimate
"China, Hong Kong SAR",344,2010.5,1.12,Direct,VR
"China, Hong Kong SAR",344,2011.5,1.13,Direct,VR
"China, Hong Kong SAR",344,2011.5,1.2,Direct,Estimate
"China, Hong Kong SAR",344,2012.5,1.28,Direct,Estimate
"China, Hong Kong SAR",344,2012.5,1.2,Direct,VR
"China, Hong Kong SAR",344,2012.5,1.28,Direct,VR
"China, Hong Kong SAR",344,2013.5,1.12,Direct,Estimate
"China, Hong Kong SAR",344,2013.5,1.12,Direct,Estimate
"China, Hong Kong SAR",344,2013.5,1.29,Direct,VR
"China, Hong Kong SAR",344,2013.5,1.13,Direct,VR
"China, Hong Kong SAR",344,2014.5,1.24,Direct,Estimate
"China, Hong Kong SAR",344,2014.5,1.23,Direct,Estimate
"China, Hong Kong SAR",344,2014.5,1.2,Direct,VR
"China, Hong Kong SAR",344,2014.5,1.24,Direct,VR
"China, Hong Kong SAR",344,2015.5,1.2,Direct,Estimate
"China, Hong Kong SAR",344,2015.5,1.23,Direct,VR
"China, Hong Kong SAR",344,2015.5,1.2,Direct,VR
"China, Hong Kong SAR",344,2016.5,1.2,Direct,Estimate
"China, Hong Kong SAR",344,2016.5,1.21,Direct,VR
"China, Hong Kong SAR",344,2017.5,1.12,Direct,Estimate
"China, Hong Kong SAR",344,2017.5,1.13,Direct,VR
"China, Macao SAR",446,1960.5,5.16,Direct,Estimate
"China, Macao SAR",446,1970.5,2.04,Direct,Estimate
"China, Macao SAR",446,1981.5,1.87,Direct,Estimate
"China, Macao SAR",446,1988.5,1.5,Direct,Estimate
"China, Macao SAR",446,1991.2,1.54,Direct,Census
"China, Macao SAR",446,1991.5,1.61,Direct,Estimate
"China, Macao SAR",446,1993.5,1.4,Direct,Estimate
"China, Macao SAR",446,1994.5,1.43,Direct,Estimate
"China, Macao SAR",446,1995.5,1.36,Direct,Estimate
"China, Macao SAR",446,1996.5,1.26,Direct,Estimate
"China, Macao SAR",446,2000.5,0.94,Direct,Estimate
"China, Macao SAR",446,2001.5,0.82,Direct,Estimate
"China, Macao SAR",446,2002.5,0.81,Direct,Estimate
"China, Macao SAR",446,2003.5,0.84,Direct,Estimate
"China, Macao SAR",446,2004.5,0.86,Direct,Estimate
"China, Macao SAR",446,2005.5,0.91,Direct,Estimate
"China, Macao SAR",446,2006.5,0.95,Direct,Estimate
"China, Macao SAR",446,2007.5,1.01,Direct,Estimate
"China, Macao SAR",446,2008.5,0.98,Direct,Estimate
"China, Macao SAR",446,2009.5,1,Direct,Estimate
"China, Macao SAR",446,2010.5,1.07,Direct,Estimate
"China, Macao SAR",446,2011.5,1.15,Direct,Estimate
"China, Macao SAR",446,2011.5,1.07,Direct,Census
"China, Macao SAR",446,2012.5,1.36,Direct,Estimate
"China, Macao SAR",446,2013.5,1.15,Direct,Estimate
"China, Macao SAR",446,2013.5,1.15,Direct,VR
"China, Macao SAR",446,2014.5,1.22,Direct,Estimate
"China, Macao SAR",446,2014.5,1.22,Direct,VR
"China, Macao SAR",446,2015.5,1.14,Direct,Estimate
"China, Macao SAR",446,2015.5,1.14,Direct,VR
"China, Macao SAR",446,2016.5,1.14,Direct,VR
"China, Macao SAR",446,2017.5,1.02,Direct,VR
"China, Macao SAR",446,2018.5,0.92,Direct,VR
"China, Taiwan Province of China",158,1950.5,6.03,Indirect,Estimate
"China, Taiwan Province of China",158,1951.5,7.04,Indirect,Estimate
"China, Taiwan Province of China",158,1951.5,6.94,Indirect,VR
"China, Taiwan Province of China",158,1952.5,6.62,Indirect,Estimate
"China, Taiwan Province of China",158,1953.5,6.47,Indirect,Estimate
"China, Taiwan Province of China",158,1954.5,6.43,Indirect,Estimate
"China, Taiwan Province of China",158,1955.5,6.53,Indirect,Estimate
"China, Taiwan Province of China",158,1956.5,6.51,Indirect,VR
"China, Taiwan Province of China",158,1956.5,6.52,Indirect,Estimate
"China, Taiwan Province of China",158,1957.5,6,Indirect,Estimate
"China, Taiwan Province of China",158,1958.5,6.06,Indirect,Estimate
"China, Taiwan Province of China",158,1959.5,5.99,Indirect,Estimate
"China, Taiwan Province of China",158,1960.5,5.75,Indirect,VR
"China, Taiwan Province of China",158,1961.5,5.59,Indirect,VR
"China, Taiwan Province of China",158,1962.5,5.47,Indirect,VR
"China, Taiwan Province of China",158,1963.5,5.35,Indirect,VR
"China, Taiwan Province of China",158,1964.5,5.1,Indirect,VR
"China, Taiwan Province of China",158,1965.5,4.83,Indirect,VR
"China, Taiwan Province of China",158,1966.5,4.82,Indirect,VR
"China, Taiwan Province of China",158,1967.5,4.22,Indirect,VR
"China, Taiwan Province of China",158,1968.5,4.33,Indirect,VR
"China, Taiwan Province of China",158,1969.5,4.12,Indirect,VR
"China, Taiwan Province of China",158,1970.5,4,Indirect,VR
"China, Taiwan Province of China",158,1971.5,3.71,Indirect,VR
"China, Taiwan Province of China",158,1972.5,3.37,Indirect,VR
"China, Taiwan Province of China",158,1973.5,3.21,Indirect,VR
"China, Taiwan Province of China",158,1974.5,2.94,Indirect,VR
"China, Taiwan Province of China",158,1975.5,2.77,Indirect,VR
"China, Taiwan Province of China",158,1981.5,2.46,Direct,VR
"China, Taiwan Province of China",158,1982.5,2.32,Direct,VR
"China, Taiwan Province of China",158,1983.5,2.17,Direct,VR
"China, Taiwan Province of China",158,1984.5,2.06,Direct,VR
"China, Taiwan Province of China",158,1985.5,1.88,Direct,VR
"China, Taiwan Province of China",158,1986.5,1.68,Direct,VR
"China, Taiwan Province of China",158,1987.5,1.7,Direct,VR
"China, Taiwan Province of China",158,1988.5,1.86,Direct,VR
"China, Taiwan Province of China",158,1989.5,1.68,Direct,VR
"China, Taiwan Province of China",158,1990.5,1.81,Direct,VR
"China, Taiwan Province of China",158,1991.5,1.72,Direct,VR
"China, Taiwan Province of China",158,1992.5,1.73,Direct,VR
"China, Taiwan Province of China",158,1993.5,1.76,Direct,VR
"China, Taiwan Province of China",158,1994.5,1.76,Direct,VR
"China, Taiwan Province of China",158,1995.5,1.78,Direct,VR
"China, Taiwan Province of China",158,1996.5,1.76,Direct,VR
"China, Taiwan Province of China",158,1997.5,1.77,Direct,VR
"China, Taiwan Province of China",158,1998.5,1.47,Direct,VR
"China, Taiwan Province of China",158,1999.5,1.56,Direct,VR
"China, Taiwan Province of China",158,2000.5,1.68,Direct,VR
"China, Taiwan Province of China",158,2001.5,1.4,Direct,VR
"China, Taiwan Province of China",158,2002.5,1.34,Direct,VR
"China, Taiwan Province of China",158,2003.5,1.24,Direct,VR
"China, Taiwan Province of China",158,2004.5,1.18,Direct,VR
"China, Taiwan Province of China",158,2005.5,1.12,Direct,VR
"China, Taiwan Province of China",158,2006.5,1.12,Direct,VR
"China, Taiwan Province of China",158,2007.5,1.1,Direct,VR
"China, Taiwan Province of China",158,2008.5,1.05,Direct,VR
"China, Taiwan Province of China",158,2009.5,1.03,Direct,VR
"China, Taiwan Province of China",158,2010.5,0.9,Direct,VR
"China, Taiwan Province of China",158,2011.5,1.07,Direct,VR
"China, Taiwan Province of China",158,2012.5,1.27,Direct,VR
"China, Taiwan Province of China",158,2013.5,1.07,Direct,VR
"China, Taiwan Province of China",158,2014.5,1.17,Direct,VR
"China, Taiwan Province of China",158,2015.5,1.18,Direct,VR
"China, Taiwan Province of China",158,2016.5,1.17,Direct,VR
"China, Taiwan Province of China",158,2017.5,1.13,Direct,VR
Colombia,170,1951.5,4.88,Direct,Estimate
Colombia,170,1959,7.89,Indirect,WFS
Colombia,170,1964,7.46,Indirect,WFS
Colombia,170,1964.5,5.59,Direct,Estimate
Colombia,170,1969,6.3,Indirect,WFS
Colombia,170,1969.3,6.62,Indirect,DHS
Colombia,170,1973,5.38,Indirect,DHS
Colombia,170,1974,4.69,Direct,WFS
Colombia,170,1974.3,4.79,Indirect,DHS
Colombia,170,1975,4.54,Direct,WFS
Colombia,170,1977.8,4.09,Indirect,DHS
Colombia,170,1978,4.49,Indirect,DHS
Colombia,170,1979.3,4.29,Indirect,DHS
Colombia,170,1982.8,3.69,Indirect,DHS
Colombia,170,1982.8,3.59,Indirect,DHS
Colombia,170,1983,3.66,Indirect,DHS
Colombia,170,1984.3,3.35,Direct,DHS
Colombia,170,1985.3,3.42,Indirect,Census
Colombia,170,1985.3,3.2,Direct,DHS
Colombia,170,1987.5,3.17,Direct,Estimate
Colombia,170,1987.6,3.09,Indirect,DHS
Colombia,170,1987.8,3.1,Indirect,DHS
Colombia,170,1987.8,3.16,Indirect,DHS
Colombia,170,1988,2.86,Direct,DHS
Colombia,170,1988.5,3.14,Direct,Estimate
Colombia,170,1989,2.82,Direct,DHS
Colombia,170,1989.5,3.11,Direct,Estimate
Colombia,170,1990.5,3.07,Direct,Estimate
Colombia,170,1991.5,3.05,Direct,Estimate
Colombia,170,1992.5,3.02,Direct,Estimate
Colombia,170,1992.6,3.05,Indirect,DHS
Colombia,170,1992.8,3.01,Indirect,DHS
Colombia,170,1992.8,2.97,Direct,DHS
Colombia,170,1992.8,3.16,Indirect,DHS
Colombia,170,1993.3,3.15,Indirect,Census
Colombia,170,1993.5,2.98,Direct,Estimate
Colombia,170,1993.8,2.97,Direct,DHS
Colombia,170,1994.5,2.93,Direct,Estimate
Colombia,170,1995.5,2.84,Direct,Estimate
Colombia,170,1996.5,2.84,Direct,Estimate
Colombia,170,1997.5,2.8,Direct,Estimate
Colombia,170,1997.6,2.79,Indirect,DHS
Colombia,170,1997.8,2.63,Direct,DHS
Colombia,170,1997.8,2.95,Indirect,DHS
Colombia,170,1998.2,3.02,Indirect,DHS
Colombia,170,1998.5,2.76,Direct,Estimate
Colombia,170,1998.5,1.99,Direct,VR
Colombia,170,1998.8,2.61,Direct,DHS
Colombia,170,1999.5,2.03,Direct,VR
Colombia,170,1999.5,2.73,Direct,Estimate
Colombia,170,2000.5,2.6,Direct,Estimate
Colombia,170,2001.5,1.93,Direct,VR
Colombia,170,2002.5,1.84,Direct,VR
Colombia,170,2002.5,2.6,Direct,Estimate
Colombia,170,2002.6,2.45,Direct,DHS
Colombia,170,2002.8,2.54,Indirect,DHS
Colombia,170,2003.2,2.55,Indirect,DHS
Colombia,170,2003.5,1.85,Direct,VR
Colombia,170,2003.6,2.39,Direct,DHS
Colombia,170,2004.5,1.86,Direct,VR
Colombia,170,2005.2,2.48,Indirect,Census
Colombia,170,2005.5,1.83,Direct,VR
Colombia,170,2005.5,2.48,Direct,Estimate
Colombia,170,2007.5,2.45,Direct,Estimate
Colombia,170,2007.8,2.19,Direct,DHS
Colombia,170,2008.2,2.34,Indirect,DHS
Colombia,170,2008.8,2.14,Direct,DHS
Colombia,170,2009.5,1.83,Direct,VR
Colombia,170,2012.5,1.75,Direct,VR
Colombia,170,2012.5,2.35,Direct,Estimate
Colombia,170,2013.2,1.99,Direct,DHS
Colombia,170,2013.5,1.69,Direct,VR
Colombia,170,2014.2,1.98,Direct,DHS
Colombia,170,2014.5,1.7,Direct,VR
Colombia,170,2017.5,2.29,Direct,Estimate
Comoros,174,1966.1,7.05,Indirect,Census
Comoros,174,1966.1,5.55,Direct,Census
Comoros,174,1978.8,7.84,Indirect,DHS
Comoros,174,1980.2,5.9,Direct,Census
Comoros,174,1983.8,7.35,Indirect,DHS
Comoros,174,1988.8,6.73,Indirect,DHS
Comoros,174,1991.2,7.4,Direct,Census
Comoros,174,1993.8,5.08,Direct,DHS
Comoros,174,1994.8,4.66,Direct,DHS
Comoros,174,1995.3,6.26,Indirect,DHS/MICS
Comoros,174,2000.3,5.43,Indirect,DHS/MICS
Comoros,174,2003.1,5.27,Direct,Census
Comoros,174,2005.3,5.02,Indirect,DHS/MICS
Comoros,174,2010.3,4.38,Direct,DHS/MICS
Comoros,174,2011.3,4.33,Direct,DHS/MICS
Congo,178,1960,5.09,Direct,Survey
Congo,178,1973.6,5.46,Direct,Census
Congo,178,1973.6,6.99,Indirect,Census
Congo,178,1984,5.2,Direct,Census
Congo,178,1984,5.94,Indirect,Census
Congo,178,1988.2,5.47,Indirect,DHS
Congo,178,1993.2,5.19,Indirect,DHS
Congo,178,1994.4,5.19,Indirect,DHS
Congo,178,1997.5,4.27,Indirect,MICS
Congo,178,1998.2,4.73,Indirect,DHS
Congo,178,1999.4,4.74,Indirect,DHS
Congo,178,2002.5,4.5,Indirect,MICS
Congo,178,2003.2,4.71,Direct,DHS
Congo,178,2004.2,4.8,Direct,DHS
Congo,178,2004.4,4.75,Indirect,DHS
Congo,178,2006.8,4.9,Direct,Census
Congo,178,2007.5,4.42,Indirect,MICS
Congo,178,2009.4,4.95,Direct,DHS
Congo,178,2010.4,5.11,Direct,DHS
Congo,178,2012.5,4.48,Direct,MICS
Congo,178,2013.5,4.42,Direct,MICS
Costa Rica,188,1950.5,6.06,Indirect,Estimate
Costa Rica,188,1950.5,5.61,Direct,Estimate
Costa Rica,188,1951.5,6.31,Indirect,Estimate
Costa Rica,188,1951.5,5.86,Direct,Estimate
Costa Rica,188,1952.5,6.46,Indirect,Estimate
Costa Rica,188,1952.5,6.01,Direct,Estimate
Costa Rica,188,1952.5,6.73,Indirect,Estimate
Costa Rica,188,1953.5,6.56,Indirect,Estimate
Costa Rica,188,1953.5,6.11,Direct,Estimate
Costa Rica,188,1954.5,6.7,Indirect,Estimate
Costa Rica,188,1954.5,6.24,Direct,Estimate
Costa Rica,188,1955.5,6.81,Indirect,Estimate
Costa Rica,188,1955.5,6.33,Direct,Estimate
